;0;1;2
668;-0.29999999999999993;-0.55;1.85
669;-0.29999999999999993;-0.5;1.8
670;-0.29999999999999993;-0.45;1.75
671;-0.29999999999999993;-0.4;1.7
672;-0.29999999999999993;-0.35;1.65
673;-0.29999999999999993;-0.3;1.6
674;-0.29999999999999993;-0.25;1.55
675;-0.29999999999999993;-0.2;1.5
676;-0.29999999999999993;-0.15;1.45
677;-0.29999999999999993;-0.1;1.4
678;-0.29999999999999993;-0.05;1.35
679;-0.29999999999999993;0.0;1.3
680;-0.29999999999999993;0.05;1.25
681;-0.29999999999999993;0.1;1.2
682;-0.29999999999999993;0.15;1.15
683;-0.29999999999999993;0.2;1.1
684;-0.29999999999999993;0.25;1.05
685;-0.29999999999999993;0.3;1.0
686;-0.29999999999999993;0.35;0.95
687;-0.29999999999999993;0.4;0.9
688;-0.29999999999999993;0.45;0.85
689;-0.29999999999999993;0.5;0.8
690;-0.29999999999999993;0.55;0.75
691;-0.29999999999999993;0.6;0.7
692;-0.29999999999999993;0.65;0.65
693;-0.29999999999999993;0.7;0.6
694;-0.29999999999999993;0.75;0.55
695;-0.29999999999999993;0.8;0.5
696;-0.29999999999999993;0.85;0.45
697;-0.29999999999999993;0.9;0.4
698;-0.29999999999999993;0.95;0.35
699;-0.29999999999999993;1.0;0.3
700;-0.29999999999999993;1.05;0.25
701;-0.29999999999999993;1.1;0.2
702;-0.29999999999999993;1.15;0.15
703;-0.29999999999999993;1.2;0.1
704;-0.29999999999999993;1.25;0.05
705;-0.29999999999999993;1.3;0.0
706;-0.29999999999999993;1.35;-0.05
707;-0.29999999999999993;1.4;-0.1
708;-0.29999999999999993;1.45;-0.15
709;-0.29999999999999993;1.5;-0.2
710;-0.29999999999999993;1.55;-0.25
711;-0.29999999999999993;1.6;-0.3
712;-0.29999999999999993;1.65;-0.35
713;-0.29999999999999993;1.7;-0.4
714;-0.29999999999999993;1.75;-0.45
715;-0.29999999999999993;1.8;-0.5
716;-0.29999999999999993;1.85;-0.55
717;-0.29999999999999993;1.9;-0.6
718;-0.29999999999999993;1.95;-0.65
719;-0.29999999999999993;2.0;-0.7
720;-0.25;-0.75;2.0
721;-0.25;-0.7;1.95
722;-0.25;-0.65;1.9
723;-0.25;-0.6;1.85
724;-0.25;-0.55;1.8
725;-0.25;-0.5;1.75
726;-0.25;-0.45;1.7
727;-0.25;-0.4;1.65
728;-0.25;-0.35;1.6
729;-0.25;-0.3;1.55
730;-0.25;-0.25;1.5
731;-0.25;-0.2;1.45
732;-0.25;-0.15;1.4
733;-0.25;-0.1;1.35
734;-0.25;-0.05;1.3
735;-0.25;0.0;1.25
736;-0.25;0.05;1.2
737;-0.25;0.1;1.15
738;-0.25;0.15;1.1
739;-0.25;0.2;1.05
740;-0.25;0.25;1.0
741;-0.25;0.3;0.95
742;-0.25;0.35;0.9
743;-0.25;0.4;0.85
744;-0.25;0.45;0.8
745;-0.25;0.5;0.75
746;-0.25;0.55;0.7
747;-0.25;0.6;0.65
748;-0.25;0.65;0.6
749;-0.25;0.7;0.55
750;-0.25;0.75;0.5
751;-0.25;0.8;0.45
752;-0.25;0.85;0.4
753;-0.25;0.9;0.35
754;-0.25;0.95;0.3
755;-0.25;1.0;0.25
756;-0.25;1.05;0.2
757;-0.25;1.1;0.15
758;-0.25;1.15;0.1
759;-0.25;1.2;0.05
760;-0.25;1.25;0.0
761;-0.25;1.3;-0.05
762;-0.25;1.35;-0.1
763;-0.25;1.4;-0.15
764;-0.25;1.45;-0.2
765;-0.25;1.5;-0.25
766;-0.25;1.55;-0.3
767;-0.25;1.6;-0.35
768;-0.25;1.65;-0.4
769;-0.25;1.7;-0.45
770;-0.25;1.75;-0.5
771;-0.25;1.8;-0.55
772;-0.25;1.85;-0.6
773;-0.25;1.9;-0.65
774;-0.25;1.95;-0.7
775;-0.25;2.0;-0.75
776;-0.19999999999999996;-0.8;2.0
777;-0.19999999999999996;-0.75;1.95
778;-0.19999999999999996;-0.7;1.9
779;-0.19999999999999996;-0.65;1.85
780;-0.19999999999999996;-0.6;1.8
781;-0.19999999999999996;-0.55;1.75
782;-0.19999999999999996;-0.5;1.7
783;-0.19999999999999996;-0.45;1.65
784;-0.19999999999999996;-0.4;1.6
785;-0.19999999999999996;-0.35;1.55
786;-0.19999999999999996;-0.3;1.5
787;-0.19999999999999996;-0.25;1.45
788;-0.19999999999999996;-0.2;1.4
789;-0.19999999999999996;-0.15;1.35
790;-0.19999999999999996;-0.1;1.3
791;-0.19999999999999996;-0.05;1.25
792;-0.19999999999999996;0.0;1.2
793;-0.19999999999999996;0.05;1.15
794;-0.19999999999999996;0.1;1.1
795;-0.19999999999999996;0.15;1.05
796;-0.19999999999999996;0.2;1.0
797;-0.19999999999999996;0.25;0.95
798;-0.19999999999999996;0.3;0.9
799;-0.19999999999999996;0.35;0.85
800;-0.19999999999999996;0.4;0.8
801;-0.19999999999999996;0.45;0.75
802;-0.19999999999999996;0.5;0.7
803;-0.19999999999999996;0.55;0.65
804;-0.19999999999999996;0.6;0.6
805;-0.19999999999999996;0.65;0.55
806;-0.19999999999999996;0.7;0.5
807;-0.19999999999999996;0.75;0.45
808;-0.19999999999999996;0.8;0.4
809;-0.19999999999999996;0.85;0.35
810;-0.19999999999999996;0.9;0.3
811;-0.19999999999999996;0.95;0.25
812;-0.19999999999999996;1.0;0.2
813;-0.19999999999999996;1.05;0.15
814;-0.19999999999999996;1.1;0.1
815;-0.19999999999999996;1.15;0.05
816;-0.19999999999999996;1.2;0.0
817;-0.19999999999999996;1.25;-0.05
818;-0.19999999999999996;1.3;-0.1
819;-0.19999999999999996;1.35;-0.15
820;-0.19999999999999996;1.4;-0.2
821;-0.19999999999999996;1.45;-0.25
822;-0.19999999999999996;1.5;-0.3
823;-0.19999999999999996;1.55;-0.35
824;-0.19999999999999996;1.6;-0.4
825;-0.19999999999999996;1.65;-0.45
826;-0.19999999999999996;1.7;-0.5
